正反同义标签,格式标签,否定式,肯定式
1,差点没,二女先见李强形势奇险，差一点没有受伤，心中一惊；茹亿恰好赶到，一击成功，方自庆幸，前面一波未平，一波又起，另一老贼看出马快灵警，特意由水底绕到前面，准备那马一跳，迎头猛下毒手，始终望见人马窜来，果不出他所料，心方高兴，那马灵慧无比，早就觉着前后皆敌，后面业已发动，一面怒嘶示意，警告主人那贼水性武功在三龙中第一，年也较轻，看出那马狡猾，匆促之间，还没想到二龙和大龙一样已在水中为敌所杀，自恃武功,二女先见李强形势奇险，差一点受伤，心中一惊；茹亿恰好赶到，一击成功，方自庆幸，前面一波未平，一波又起，另一老贼看出马快灵警，特意由水底绕到前面，准备那马一跳，迎头猛下毒手，始终望见人马窜来，果不出他所料，心方高兴，那马灵慧无比，早就觉着前后皆敌，后面业已发动，一面怒嘶示意，警告主人那贼水性武功在三龙中第一，年也较轻，看出那马狡猾，匆促之间，还没想到二龙和大龙一样已在水中为敌所杀，自恃武功
1,差点没,”差一点没把狗子分了尸。,”差一点把狗子分了尸。
1,差点没,李诚立得较近，差一点没有受伤，因见迎敌诸人死伤殆尽，楼中人声鼎沸，好些地方均已停战，哭喊饶命。,李诚立得较近，差一点受伤，因见迎敌诸人死伤殆尽，楼中人声鼎沸，好些地方均已停战，哭喊饶命。
1,差点没,只听夺答两声，头上一震，敌人一把大刀已由头上削过，虽然闪避得快，头盔已被带落，飞出老远，头发当时披散开来，差一点没有送命。,只听夺答两声，头上一震，敌人一把大刀已由头上削过，虽然闪避得快，头盔已被带落，飞出老远，头发当时披散开来，差一点送命。
1,差点没,我事快办妥，你才回来，又将身藏的金兵腰牌被人看破，差一点没把我的机密泄露。,我事快办妥，你才回来，又将身藏的金兵腰牌被人看破，差一点把我的机密泄露。
1,差点没,”当时暴噪起来，差一点没有激出民变。,”当时暴噪起来，差一点激出民变。
1,差点没,同时又说：“公子真个高明，暗地做了那么多而且好的花灯，我今夜才知底细，差一点没丢大人。,同时又说：“公子真个高明，暗地做了那么多而且好的花灯，我今夜才知底细，差一点丢大人。
1,差点没,正走之间，猛瞥见侧面山石后有彩影闪动，旺子当年春天往山中寻师，遇见过一条五色斑斓的大蟒，因逃得快，未被发现，中途回顾，那蟒正吞吃一只大獾，其行如风，快得出奇，差一点没有吓死。,正走之间，猛瞥见侧面山石后有彩影闪动，旺子当年春天往山中寻师，遇见过一条五色斑斓的大蟒，因逃得快，未被发现，中途回顾，那蟒正吞吃一只大獾，其行如风，快得出奇，差一点吓死。
1,差点没,人虽大方，却极正派，前有坏人酒后说了两句疯话，差一点没被她打死。,人虽大方，却极正派，前有坏人酒后说了两句疯话，差一点被她打死。
1,差点没,此贼昔年虽有飞天夜叉之名，他那皮衣轻易不着，没想到会在此相遇，差一点没有冒失出手，为他所伤，惊奇了一阵。,此贼昔年虽有飞天夜叉之名，他那皮衣轻易不着，没想到会在此相遇，差一点冒失出手，为他所伤，惊奇了一阵。
1,差点没,沈大嫂这两粒钢丸差点没有把我打伤，都是你这狗贼闹出来的，今天说什么也要算在你的账上。,沈大嫂这两粒钢丸差点把我打伤，都是你这狗贼闹出来的，今天说什么也要算在你的账上。
1,差点没,”姜飞方答：“可笑方才崖上所遇五人从后跟踪，差一点没有发生误会。,”姜飞方答：“可笑方才崖上所遇五人从后跟踪，差一点发生误会。
1,差点没,一见逃走，正往前赶，没想到逃得快，回得更急，差一点没有撞上。,一见逃走，正往前赶，没想到逃得快，回得更急，差一点撞上。
1,差点没,头脚才起，第二脚又踏空下去，非提气轻身不能行走，只稍用力试上一试，脚便深陷尺许，差一点没将裤子刺破，伤了皮肉，便难禁受，不知那马怎会在上飞驰滑行，从未踏空。,头脚才起，第二脚又踏空下去，非提气轻身不能行走，只稍用力试上一试，脚便深陷尺许，差一点将裤子刺破，伤了皮肉，便难禁受，不知那马怎会在上飞驰滑行，从未踏空。
1,差点没,方才已紧抓马鬃，迫令慢走，看准当中高处，缓缓朝前驰去，没料到突然有此一窜，事出意外，身子一仰，差一点没有落下马来。,方才已紧抓马鬃，迫令慢走，看准当中高处，缓缓朝前驰去，没料到突然有此一窜，事出意外，身子一仰，差一点落下马来。
1,差点没,小狗和马刁滑已极，差一点没吃他亏。,小狗和马刁滑已极，差一点吃他亏。
1,差点没,旺子偏在一旁，人又矮小，便不闪避也射不中，狰狰几声，一同打向身后铁桩石笋之上，还不怎样；下面那两个带刺的铁钩却是厉害，由石人下部离地尺许分两面横扫过来，并还能够弯转，势子又猛又急，旺子差一点没被扫中，不禁怒从心起。,旺子偏在一旁，人又矮小，便不闪避也射不中，狰狰几声，一同打向身后铁桩石笋之上，还不怎样；下面那两个带刺的铁钩却是厉害，由石人下部离地尺许分两面横扫过来，并还能够弯转，势子又猛又急，旺子差一点被扫中，不禁怒从心起。
1,差点没,”话未说完，铁板一松，人便纵下，差一点没受重伤。,”话未说完，铁板一松，人便纵下，差一点受重伤。
1,差点没,”他的手差一点没有指在胡三杯的鼻尖上。,”他的手差一点指在胡三杯的鼻尖上。
1,差点没,”傅标道：“据说已垂在胸膛之上，只差一点没有断。,”傅标道：“据说已垂在胸膛之上，只差一点断。
1,差点没,”孟都气得只差一点儿没有吐血，厉声道：“叫你滚，你还在胡说什么？,”孟都气得只差一点儿吐血，厉声道：“叫你滚，你还在胡说什么？
1,差点没,“住手──”唐宁突然尖叫起来，这一叫只差一点没有叫破她的嗓子。,“住手──”唐宁突然尖叫起来，这一叫只差一点叫破她的嗓子。
1,差点没,白石脱出孟都的控制，半空中也试图挣扎，却还是身不由己，半空中身形一翻，正好落在原位，也一样面向孟都这边，只是双脚差一点没有踏在原来的脚印上，这已经够他尴尬，够群豪震惊的了。,白石脱出孟都的控制，半空中也试图挣扎，却还是身不由己，半空中身形一翻，正好落在原位，也一样面向孟都这边，只是双脚差一点踏在原来的脚印上，这已经够他尴尬，够群豪震惊的了。
1,差点没,”三人舌剑唇枪，将丁老二的脸皮比作城墙，差点没把丁老二的肚皮气炸，打了几下后，索性自动停下来。,”三人舌剑唇枪，将丁老二的脸皮比作城墙，差点把丁老二的肚皮气炸，打了几下后，索性自动停下来。
1,差点没,”张宇真长吁出口气，一股火尽数倾泻到段子羽身上，怒道：“你还来说嘴，差点没把人吓死。,”张宇真长吁出口气，一股火尽数倾泻到段子羽身上，怒道：“你还来说嘴，差点把人吓死。
1,差点没,＂抓住风清扬的手，道：“快去见过大师哥，五弟、七弟把你气跑后，赵鹤那魔子又诈称你落入他们之手，大师哥差点没宰了他俩，言道你若不平安回来，便拿他俩抵命，这一下他俩的小命算是保住了。,＂抓住风清扬的手，道：“快去见过大师哥，五弟、七弟把你气跑后，赵鹤那魔子又诈称你落入他们之手，大师哥差点宰了他俩，言道你若不平安回来，便拿他俩抵命，这一下他俩的小命算是保住了。
1,差点没,”老顽童听了他的一席话，气得差点儿没背过气去，怪叫一声，如一条电光一般地向那圣主扑了过去。,”老顽童听了他的一席话，气得差点儿背过气去，怪叫一声，如一条电光一般地向那圣主扑了过去。
1,差点没,”向智开差点没让汪碧寒的这句话给气得昏过去，他脸色紫胀，破口大骂，但只骂得一句，就见一条灰影快捷之极地奔到了他的近前，僻僻啪啪地一阵响，打了他四个耳光。,”向智开差点让汪碧寒的这句话给气得昏过去，他脸色紫胀，破口大骂，但只骂得一句，就见一条灰影快捷之极地奔到了他的近前，僻僻啪啪地一阵响，打了他四个耳光。
1,差点没,胡永祥看得是气得七窍生烟，差点没有吐血昏倒。,胡永祥看得是气得七窍生烟，差点吐血昏倒。
1,差点没,”阿三道：“没办法，每次都落在我头上，有一次还挑了三个月的大水缸，差点没死在这里。,”阿三道：“没办法，每次都落在我头上，有一次还挑了三个月的大水缸，差点死在这里。
1,差点没,”拱着双手，并双脚，毕恭毕敬的躬身九十度，真如老臣见皇帝一般，只差点没跪下来。,”拱着双手，并双脚，毕恭毕敬的躬身九十度，真如老臣见皇帝一般，只差点跪下来。
1,差点没,等到长眉真人临将飞升时，把众弟子叫到面前，把道统传给了玄真子和齐漱溟，差点没把晓月肚皮气炸，然而又奈何他们不得。,等到长眉真人临将飞升时，把众弟子叫到面前，把道统传给了玄真子和齐漱溟，差点把晓月肚皮气炸，然而又奈何他们不得。
1,差点没,英琼以为这些猩猿久居此洞，它们既然清自己高坐旁观，由它们前去寻找，必定有所发现，谁知差点没把自己企坐的大石翻过来，依旧没什么效果，不禁渐渐失望起来。,英琼以为这些猩猿久居此洞，它们既然清自己高坐旁观，由它们前去寻找，必定有所发现，谁知差点把自己企坐的大石翻过来，依旧没什么效果，不禁渐渐失望起来。
1,差点没,英球见那死尸，正是造才择配时落单的那个唐西，疑是猩省性未驯，无故伤人，恐怕妙一夫人怪罪，待要上前责问，妙夫人已笑道：“小小鹰妖，也敢在我二人面前卖弄我一时大，差点没让他把人拐走，想不到这猩孩眼力意这样好法！,英球见那死尸，正是造才择配时落单的那个唐西，疑是猩省性未驯，无故伤人，恐怕妙一夫人怪罪，待要上前责问，妙夫人已笑道：“小小鹰妖，也敢在我二人面前卖弄我一时大，差点让他把人拐走，想不到这猩孩眼力意这样好法！
1,差点没,”他怅然失望已极，只差点没掉眼泪。,”他怅然失望已极，只差点掉眼泪。
1,差点没,小邪就要跑到围墙，已高兴的要往墙外跳，突然背后衣领又被老人扯住，像是捉小狗般的被捉回来摔在地上，差点没被摔死。,小邪就要跑到围墙，已高兴的要往墙外跳，突然背后衣领又被老人扯住，像是捉小狗般的被捉回来摔在地上，差点被摔死。
