1,两年后他高兴地说，第一口差点没吐，后来一次能喝三大碗。,两年后他高兴地说，第一口差点吐，后来一次能喝三大碗。
0,金妮，奈威，迪安，还有西莫都在旁边仔细听着他们的交谈；甚至是差点没头的尼克——格兰芬多学院的鬼魂——都飘过来加入了偷听者的行列。,金妮，奈威，迪安，还有西莫都在旁边仔细听着他们的交谈；甚至是差点头的尼克——格兰芬多学院的鬼魂——都飘过来加入了偷听者的行列。
0,“这个话题就算在我们鬼魂之间都已经讨论了很久了，”差点没头的尼克插嘴道,“这个话题就算在我们鬼魂之间都已经讨论了很久了，”差点头的尼克插嘴道
0,“你的话就像钝了的斧头一样再一次砍碎了我的心！”差点没头的尼克伤心的说道，一边飘回空中滑向格兰芬多餐桌的另一头,“你的话就像钝了的斧头一样再一次砍碎了我的心！”差点头的尼克伤心的说道，一边飘回空中滑向格兰芬多餐桌的另一头
0,差点没头的尼克正在向哈利滑动，他的头在衣领上象平常一样晃动着。,差点头的尼克正在向哈利滑动，他的头在衣领上象平常一样晃动着。
0,乔尼的安全带把他猛地一拉，使他差点儿没喘过气来。,乔尼的安全带把他猛地一拉，使他差点儿喘过气来。
0,一把抓住公爵夫人的手，仿佛她想溜掉，仿佛她想溜掉，他差点儿没有把她留住似的,一把抓住公爵夫人的手，仿佛她想溜掉，仿佛她想溜掉，他差点儿有把她留住似的
0,于是警察就打他们！据说有的人被砍得差点没命喽。,于是警察就打他们！据说有的人被砍得差点命喽。
0,你也不该逃跑，至少不是从小树林逃跑，那太危险了，我们都差点没命了,你也不该逃跑，至少不是从小树林逃跑，那太危险了，我们都差点命了
0,他掏出一个小东西，因为塞在包包的角落差点没有发现。,他掏出一个小东西，因为塞在包包的角落差点有发现。
0,即使连矮人都浑身发软，差点没力再把盔甲和衣服穿上，保持吓人的气势。,即使连矮人都浑身发软，差点力再把盔甲和衣服穿上，保持吓人的气势。
0,卡拉蒙看着每一间牢房，注意着每个转角，差点没发现那个向他直扑而来的大地精守卫。,卡拉蒙看着每一间牢房，注意着每个转角，差点发现那个向他直扑而来的大地精守卫。
0,虽然坎德人差点没命，但他还是活了过来。,虽然坎德人差点命，但他还是活了过来。
0,刚萨专注地看着史东，因此差点没听清楚旁边两个骑士的对话，他只听见了阿佛瑞德爵士的最后一句话。,刚萨专注地看着史东，因此差点听清楚旁边两个骑士的对话，他只听见了阿佛瑞德爵士的最后一句话。
0,杜亦甫进去，又搬出一把椅子来。父子都坐下，老人还搓着手：“差点没见着你，春子！”,杜亦甫进去，又搬出一把椅子来。父子都坐下，老人还搓着手：“差点见着你，春子！”
0,不会游泳的司校长凭经验憋足气，推上两个孩子，自己却因体力不支差点没入水中。,不会游泳的司校长凭经验憋足气，推上两个孩子，自己却因体力不支差点入水中。
0,一项调查显示，当地９０％的年轻教师表示不会走此路，许多硕士研究生称进不了大学可以去中学任教，学校差一点没关系。,一项调查显示，当地９０％的年轻教师表示不会走此路，许多硕士研究生称进不了大学可以去中学任教，学校差一点关系。
0,一次，他出差回来，没赶上分库开饭，走进地方一家饭店，一顿饱餐，吓得店家差点没回过神来，说开了一辈子饭馆，碰上这样“战斗力”强的人，还是头一回，餐费免了。,一次，他出差回来，没赶上分库开饭，走进地方一家饭店，一顿饱餐，吓得店家差点回过神来，说开了一辈子饭馆，碰上这样“战斗力”强的人，还是头一回，餐费免了。
0,直到今天，我才明白父母亡故后，我的处境更是不堪，差一点没活到解放那天。,直到今天，我才明白父母亡故后，我的处境更是不堪，差一点活到解放那天。
0,老师也暗示那些成绩好的同学：“会考就是学会考试，你们成绩好，考重点大学没问题，会考成绩差一点没关系，给某某让个步，帮点忙(指递答案条子)，保证他们上4%的保送圈，两全其美嘛！,老师也暗示那些成绩好的同学：“会考就是学会考试，你们成绩好，考重点大学没问题，会考成绩差一点关系，给某某让个步，帮点忙(指递答案条子)，保证他们上4%的保送圈，两全其美嘛！
0,瞧你这副德行，我在书店里差点儿没认出你来。,瞧你这副德行，我在书店里差点儿认出你来。
0,老乡傻了眼，差点没回过神。,老乡傻了眼，差点回过神。
0,通讯员徐尤佳本报讯吃汤圆差点没了命，以后饭桌上李大伯说什么都不敢边吃边聊了。,通讯员徐尤佳本报讯吃汤圆差点了命，以后饭桌上李大伯说什么都不敢边吃边聊了。
0,早上静海源的欢迎仪式皇马就差点没给面子不下车，而下午又突然传出皇马要训练的消息，而这一时间原本是红塔方面让皇马休息的。,早上静海源的欢迎仪式皇马就差点给面子不下车，而下午又突然传出皇马要训练的消息，而这一时间原本是红塔方面让皇马休息的。
0,人体小肠中出现这么大的一个不应该长在这里的胃器官，“吓坏”了医生，他们翻遍台湾病理资料都没有相关医学报告，这是岛内首例，该男子肚子里的食物因无法通过小肠卡在这个胃的接连处，造成穿孔，痛得差点没命。,人体小肠中出现这么大的一个不应该长在这里的胃器官，“吓坏”了医生，他们翻遍台湾病理资料都没有相关医学报告，这是岛内首例，该男子肚子里的食物因无法通过小肠卡在这个胃的接连处，造成穿孔，痛得差点命。
0,2000年，我们到杭州来注册物流公司，结果差一点没注册成功。,2000年，我们到杭州来注册物流公司，结果差一点注册成功。
0,有人就说，反正这是第一台试制的机车，差一点没有关系，以后正式投产时改正过来就行了。,有人就说，反正这是第一台试制的机车，差一点关系，以后正式投产时改正过来就行了。
0,干了一段，碰到了一些困难，认为自己文化水平低，掌握不了这门技术，心想只要政治上不掉队，业务差点没啥关系。,干了一段，碰到了一些困难，认为自己文化水平低，掌握不了这门技术，心想只要政治上不掉队，业务差点啥关系。
0,经过了解，原来他有“不学政治不得了，业务差点没关系”的糊涂认识，放松了严格要求和严格训练。,经过了解，原来他有“不学政治不得了，业务差点关系”的糊涂认识，放松了严格要求和严格训练。
0,一些消费者认为，手机是时尚用品，而电池不过是一个易耗商品，低价购买后使用几个月就可以扔掉，质量差一点没关系。,一些消费者认为，手机是时尚用品，而电池不过是一个易耗商品，低价购买后使用几个月就可以扔掉，质量差一点关系。
0,刚刚来到人世间的小庆辉不知道，8月10日晚他的生命险些葬送于滔滔洪水之中，他差点没机会体味人间的酸甜苦辣。,刚刚来到人世间的小庆辉不知道，8月10日晚他的生命险些葬送于滔滔洪水之中，他差点机会体味人间的酸甜苦辣。
0,谈起偷渡的经历，他无限感慨：“命都差点没了。,谈起偷渡的经历，他无限感慨：“命都差点了。
0,季节手一滑差点没抓稳，脚也有点软。,季节手一滑差点抓稳，脚也有点软。
0,“哎呀，是你呀，差点没看出来。,“哎呀，是你呀，差点看出来。
0,双袜坐在茅屋门外三十尺，天色昏暗，中尉差点没有看到它，他跳下马，双袜头偏着，眼睛骨溜溜地看着他的营房口，这只老狼怎么了？,双袜坐在茅屋门外三十尺，天色昏暗，中尉差点看到它，他跳下马，双袜头偏着，眼睛骨溜溜地看着他的营房口，这只老狼怎么了？
0,那次我和葫芦连夜出校去买车票，就曾经遇到一条失控的狼狗，狂追我们到学校大门下，吓得我差一点儿没翻过校门。,那次我和葫芦连夜出校去买车票，就曾经遇到一条失控的狼狗，狂追我们到学校大门下，吓得我差一点儿翻过校门。
0,其实，生活条件差一点没有关系，寝室里条件太好了你可能就不爱去图书馆了，但如果因此带来信息的闭塞，那影响就大了。,其实，生活条件差一点关系，寝室里条件太好了你可能就不爱去图书馆了，但如果因此带来信息的闭塞，那影响就大了。
0,路易斯突然愤怒地想大叫，差点没喘上气来，对儿子的死亡产生的那种悲愤又突然冒了上来，把刚才产生的恐惧压了下去。,路易斯突然愤怒地想大叫，差点喘上气来，对儿子的死亡产生的那种悲愤又突然冒了上来，把刚才产生的恐惧压了下去。
0,他的声音沙哑，自己都差点没听出来是自己的声音，但是听起来好像他感到很好笑似的。,他的声音沙哑，自己都差点听出来是自己的声音，但是听起来好像他感到很好笑似的。
0,皮尔逊差一点没有注意到他，因为露天酒吧的那一头坐着两个三十五、六岁，皮肤晒成褐色的人。,皮尔逊差一点注意到他，因为露天酒吧的那一头坐着两个三十五、六岁，皮肤晒成褐色的人。
0,易斯突然愤怒地想大叫，差点没喘上气来，对儿子的死亡产生的那种悲愤又突然冒了上来，把刚才产生的恐惧压了下去。,易斯突然愤怒地想大叫，差点喘上气来，对儿子的死亡产生的那种悲愤又突然冒了上来，把刚才产生的恐惧压了下去。
0,我那天差点儿没去，虽然我喜欢格莱克·斯蒂尔森——在这件事之前，我很喜欢他。,我那天差点儿去，虽然我喜欢格莱克·斯蒂尔森——在这件事之前，我很喜欢他。
0,’她说，轻微得我差点没听见。,’她说，轻微得我差点听见。
0,「有个疯子正逍遥法外，」其中的一个提醒他，但这并投有必要，她指的是一连串的人室盗窃案，受害人是几个上了年纪的妇女，她们在自己的家里被闯入者野蛮殴打，差点没命。,「有个疯子正逍遥法外，」其中的一个提醒他，但这并投有必要，她指的是一连串的人室盗窃案，受害人是几个上了年纪的妇女，她们在自己的家里被闯入者野蛮殴打，差点命。
0,”我没想到刚才我救了她的命，她却用这种居高临下的口气对我说话，我摇了摇头说：“刚才我们差点没命了。,”我没想到刚才我救了她的命，她却用这种居高临下的口气对我说话，我摇了摇头说：“刚才我们差点命了。
